"1211","Državni zbor","6421575 6137878 5912755 92,1 96,3",""
"01","POLITIČNI SISTEM","6421575 6137878 5912755 92,1 96,3",""
"0101","Politični sistem","6421575 6137878 5912755 92,1 96,3",""
"01011201","Dejavnost državnega zbora","6421575 6137878 5912755 92,1 96,3",""
"7415","Twinning projekt - nadaljna pomoč Skupščini Kosova","0 295 176 - 59,5",""
"402","Izdatki za blago in storitve","0 295 176 - 59,5",""
"7440","TF - Slovenska udeležba - Krepitev parlamentarnega nadzora nad javnimi financami","0 1200 927 - 77,3",""
"402","Izdatki za blago in storitve","0 1200 927 - 77,3",""
"","","3645070 3480370 95,5 99,4",""
"3001","Plače","3501663",""
"400","Plače in drugi izdatki zaposlenim","2920672 2841409 2820609 96,6 99,3",""
"401","Prispevki delodajalcev za socialno varnost","497357 446955 446462 89,8 99,9",""
"402","Izdatki za blago in storitve","227042 213299 213299 94,0 100,0",""
"3325","Materialni stroški","1420343 1202555 1189952 83,8 99,0",""
"402","Izdatki za blago in storitve","1420343 1202555 1189952 83,8 99,0",""
"2817","Investicije in investicijsko vzdrževanje državnih organov","714450 714450 672225 94,1 94,1",""
"420","Nakup in gradnja osnovnih sredstev","714450 714450 672225 94,1 94,1",""
"1175","Strokovna pomoč poslancem","485981 485981 419906 86,4 86,4",""
"400","Plače in drugi izdatki zaposlenim","161481 187682 187682 116,2 100,0",""
"401","Prispevki delodajalcev za socialno varnost","24603 27569 27569 112,1 100,0",""
"402","Izdatki za blago in storitve","299897 270730 204655 68,2 75,6",""
"1202","Prevozna sredstva - sredstva odprodaje državnega premoženja","3900 7655 7655 196,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","3900 7655 7655 196,3 100,0",""
"124","Poročevalec","70000 92784 40949 58,5 44,1",""
"402","Izdatki za blago in storitve","70000 92784 40949 58,5 44,1",""
"125","Restavracija","46945 73989 57928 123,4 78,3",""
"402","Izdatki za blago in storitve","46945 73989 57928 123,4 78,3",""
"8926","Prevozna sredstva - sredstva odškodnine","2308 3570 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2308 3570 0 0,0 0,0",""
"7816","Vzdrževanje službenih stanovanj - sredstva najemnine","32578 35470 24401 74,9 68,8",""
"402","Izdatki za blago in storitve","32578 9234 1685 5,2 18,2",""
"420","Nakup in gradnja osnovnih sredstev","0 26236 22716 - 86,6",""
"9011","TF CFCU - Krepitev parlamentarnega nadzora nad javnimi financami","0 18266 18266 - 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","0 18266 18266 - 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"122","DRŽAVNI SVET","492758 487758 479246 97,3 98,3",""
"1212","Državni svet","492758 487758 479246 97,3 98,3",""
"01","POLITIČNI SISTEM","492758 487758 479246 97,3 98,3",""
"0101","Politični sistem","492758 487758 479246 97,3 98,3",""
"01011204","Dejavnost državnega sveta","492758 487758 479246 97,3 98,3",""
"8131","Plače","221179 211179 203408 92,0 96,3",""
"400","Plače in drugi izdatki zaposlenim","179150 166950 164584 91,9 98,6",""
"401","Prispevki delodajalcev za socialno varnost","28751 30951 28572 99,4 92,3",""
"402","Izdatki za blago in storitve","13279 13279 10252 77,2 77,2",""
"8134","Materialni stroški","83158 99867 99745 120,0 99,9",""
"402","Izdatki za blago in storitve","83158 99867 99745 120,0 99,9",""
"2818","Investicije in investicijsko vzdrževanje državnih organov","19320 12922 12317 63,8 95,3",""
"420","Nakup in gradnja osnovnih sredstev","19320 12922 12317 63,8 95,3",""
"8139","Drugi odhodki za delo","169101 163790 163776 96,9 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","169101 163790 163776 96,9 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"123","DRŽAVNA VOLILNA KOMISIJA","104655 217153 198366 189,5 91,4",""
"1213","Državna volilna komisija","104655 217153 198366 189,5 91,4",""
"01","POLITIČNI SISTEM","104655 217153 198366 189,5 91,4",""
"0101","Politični sistem","104655 217153 198366 189,5 91,4",""
"01011202","Izvedba in nadzor volitev in referendumov","104655 217153 198366 189,5 91,4",""
"7660","Plače","31125 31125 26693 85,8 85,8",""
"400","Plače in drugi izdatki zaposlenim","25602 25602 21990 85,9 85,9",""
"401","Prispevki delodajalcev za socialno varnost","4203 4203 3591 85,5 85,5",""
"402","Izdatki za blago in storitve","1320 1320 1112 84,2 84,2",""
"7670","Materialni stroški","22080 22080 19969 90,4 90,4",""
"402","Izdatki za blago in storitve","22080 22080 19969 90,4 90,4",""
"2819","Investicije in investicijsko vzdrževanje državnih organov","1450 1450 1377 95,0 95,0",""
"420","Nakup in gradnja osnovnih sredstev","1450 1450 1377 95,0 95,0",""
"8267","Nadomestne volitve člana državnega sveta","0 2600 2264 - 87,1",""
"402","Izdatki za blago in storitve","0 2600 2264 - 87,1",""
"8749","Izvedba lokalnih volitev","50000 50000 43092 86,2 86,2",""
"402","Izdatki za blago in storitve","50000 50000 43092 86,2 86,2",""
"7379","Izvedba referendumov","0 109898 104970 - 95,5",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","0 109898 104970 - 95,5",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"124","VARUH ČLOVEKOVIH PRAVIC","467951 473213 461625 98,7 97,6",""
"1214","Varuh človekovih pravic","467951 473213 461625 98,7 97,6",""
"01","POLITIČNI SISTEM","467951 473213 461625 98,7 97,6",""
"0101","Politični sistem","467951 473213 461625 98,7 97,6",""
"01011203","Varovanje človekovih pravic in temeljnih svoboščin","467951 473213 461625 98,7 97,6",""
"3095","Plače","328300 328300 317320 96,7 96,7",""
"400","Plače in drugi izdatki zaposlenim","266874 266874 257634 96,5 96,5",""
"401","Prispevki delodajalcev za socialno varnost","42603 42603 41206 96,7 96,7",""
"402","Izdatki za blago in storitve","18823 18823 18480 98,2 98,2",""
"3419","Materialni stroški","79834 85556 85347 106,9 99,8",""
"402","Izdatki za blago in storitve","79834 85556 85347 106,9 99,8",""
"7338","Investicije in investicijsko vzdrževanje državnih organov","11900 11179 11063 93,0 99,0",""
"420","Nakup in gradnja osnovnih sredstev","11900 11179 11063 93,0 99,0",""
"8621","Osnovna sredstva - sredstva od prodaje državnega premoženja","0 272 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 272 0 - 0,0",""
"7983","Osnovna sredstva - sredstva odškodnine","0 11 0 - 0,0",""
"402","Izdatki za blago in storitve","0 11 0 - 0,0",""
"9129","TF CFCU - Twinning 1","47916 47895 47895 100,0 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","47916 47895 47895 100,0 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"125","INFORMACIJSKI POOBLAŠČENEC","136704 242666 241549 176,7 99,5",""
"1215","Informacijski pooblaščenec","136704 242666 241549 176,7 99,5",""
"01","POLITIČNI SISTEM","136704 242666 241549 176,7 99,5",""
"0101","Politični sistem","136704 242666 241549 176,7 99,5",""
"01011205","Dostop do informacij javnega značaja","136704 242666 241549 176,7 99,5",""
"1267","Plače","85341 152723 152626 178,8 99,9",""
"400","Plače in drugi izdatki zaposlenim","69304 125859 125817 181,5 100,0",""
"401","Prispevki delodajalcev za socialno varnost","10737 19921 19914 185,5 100,0",""
"402","Izdatki za blago in storitve","5300 6943 6894 130,1 99,3",""
"1271","Materialni stroški","49270 65491 64471 130,9 98,4",""
"402","Izdatki za blago in storitve","49270 65491 64471 130,9 98,4",""
"1273","Investicije in investicijsko vzdrževanje državnih organov","2093 24452 24452 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","2093 24452 24452 - 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"131","USTAVNO SODIŠČE","1080497 1071250 1027817 95,1 96,0",""
"1311","Ustavno sodišče","1080497 1071250 1027817 95,1 96,0",""
"01","POLITIČNI SISTEM","1080497 1071250 1027817 95,1 96,0",""
"0101","Politični sistem","1080497 1071250 1027817 95,1 96,0",""
"01011301","Ustavno sodišče in njegovo delovanje","1080497 1071250 1027817 95,1 96,0",""
"3007","Plače","805825 805825 797224 98,9 98,9",""
"400","Plače in drugi izdatki zaposlenim","649546 649979 641632 98,8 98,7",""
"401","Prispevki delodajalcev za socialno varnost","104810 104800 104546 99,8 99,8",""
"402","Izdatki za blago in storitve","51469 51046 51046 99,2 100,0",""
"3331","Materialni stroški","127439 126009 117046 91,8 92,9",""
"402","Izdatki za blago in storitve","127439 126009 117046 91,8 92,9",""
"2820","Investicije in investicijsko vzdrževanje državnih organov","90900 91900 87384 96,1 95,1",""
"420","Nakup in gradnja osnovnih sredstev","90900 91900 87384 96,1 95,1",""
"3655","Drugi odhodki za delo na drugih področjih","15230 15230 14246 93,5 93,5",""
"402","Izdatki za blago in storitve","15230 15230 14246 93,5 93,5",""
"8752","Upravljanje in vzdrževanje službenih in najemnih stanovanj","1631 2061 1734 106,3 84,1",""
"402","Izdatki za blago in storitve","1631 2061 1734 106,3 84,1",""
"8421","Prodaja državnega premoženja - sredstva kupnine od prodaje državnega premoženja","16400 4826 4826 29,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","16400 4826 4826 29,4 100,0",""
"131","Gostinska dejavnost za potrebe državnih organov","2722 2682 2357 86,6 87,9",""
"402","Izdatki za blago in storitve","2722 2682 2357 86,6 87,9",""
"147","Izdaja odločb in sklepov Ustavnega sodišča","300 137 137 45,8 100,0",""
"402","Izdatki za blago in storitve","300 137 137 45,8 100,0",""
"8906","Osnovna sredstva - sredstva odškodnine","250 3120 2862 - 91,8",""
"402","Izdatki za blago in storitve","250 3120 2862 - 91,8",""
"7988","Nepremičnine - sredstva najemnine","19800 19460 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","19800 19460 0 0,0 0,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"132","RAČUNSKO SODIŠČE","1621977 1590504 1563663 96,4 98,3",""
"1312","Računsko sodišče","1621977 1590504 1563663 96,4 98,3",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","1621977 1590504 1563663 96,4 98,3",""
"0203","Fiskalni nadzor","1621977 1590504 1563663 96,4 98,3",""
"02031301","Dejavnost Računskega sodišča","1621977 1590504 1563663 96,4 98,3",""
"5911","Plače","1220022 1185105 1168114 95,8 98,6",""
"400","Plače in drugi izdatki zaposlenim","988810 953894 944383 95,5 99,0",""
"401","Prispevki delodajalcev za socialno varnost","157843 157843 151160 95,8 95,8",""
"402","Izdatki za blago in storitve","73368 73368 72572 98,9 98,9",""
"5914","Materialni stroški","154405 140282 133627 86,5 95,3",""
"402","Izdatki za blago in storitve","154405 140282 133627 86,5 95,3",""
"2822","Investicije in investicijsko vzdrževanje državnih organov","217050 217050 214426 98,8 98,8",""
"420","Nakup in gradnja osnovnih sredstev","217050 217050 214426 98,8 98,8",""
"1093","Odprodaja - Sredstva od prodaje državnega premoženja","700 711 141 20,1 19,8",""
"420","Nakup in gradnja osnovnih sredstev","700 711 141 20,1 19,8",""
"8652","Prevozna sredstva - sredstva odškodnine","1000 1351 1351 135,1 100,0",""
"402","Izdatki za blago in storitve","0 1351 1351 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","1000 0 0 0,0 -",""
"9118","TF CFCU - Twinning 3","28800 46005 46005 159,7 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","28800 46005 46005 159,7 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"134","DRŽAVNA REVIZIJSKA KOMISIJA","311538 370447 347290 111,5 93,8",""
"1314","Državna revizijska komisija","311538 370447 347290 111,5 93,8",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","311538 370447 347290 111,5 93,8",""
"0202","Urejanje na področju fiskalne politike","311538 370447 347290 111,5 93,8",""
"02021301","Javna naročila in nadzor","311538 370447 347290 111,5 93,8",""
"1020","Plače","194744 194744 192490 98,8 98,8",""
"400","Plače in drugi izdatki zaposlenim","154538 155854 154069 99,7 98,9",""
"401","Prispevki delodajalcev za socialno varnost","24618 25732 25495 103,6 99,1",""
"402","Izdatki za blago in storitve","15589 13158 12926 82,9 98,2",""
"1021","Materialni stroški","62330 57360 57074 91,6 99,5",""
"402","Izdatki za blago in storitve","62330 57360 57074 91,6 99,5",""
"1022","Investicije in investicijsko vzdrževanje","1200 6170 6140 511,6 99,5",""
"420","Nakup in gradnja osnovnih sredstev","1200 6170 6140 511,6 99,5",""
"7982","Twinning projekt za R Hrvaško","53264 112173 91587 172,0 81,7",""
"400","Plače in drugi izdatki zaposlenim","11800 14394 12591 106,7 87,5",""
"401","Prispevki delodajalcev za socialno varnost","0 2930 2288 - 78,1",""
"402","Izdatki za blago in storitve","38464 94648 76668 199,3 81,0",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","3000 200 40 1,3 19,9",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"135","KOMISIJA ZA PREPREČEVANJE KORUPCIJE","169365 155694 150410 88,8 96,6",""
"1315","Komisija za preprečevanje korupcije","169365 155694 150410 88,8 96,6",""
"08","NOTRANJE ZADEVE IN VARNOST","169365 155694 150410 88,8 96,6",""
"0801","Notranje zadeve","169365 154994 149838 88,5 96,7",""
"08011301","Urejanje na področju preprečevanja korupcije","169365 154994 149838 88,5 96,7",""
"5432","Plače","120477 106037 105499 87,6 99,5",""
"400","Plače in drugi izdatki zaposlenim","96638 84698 84686 87,6 100,0",""
"401","Prispevki delodajalcev za socialno varnost","15367 13867 13479 87,7 97,2",""
"402","Izdatki za blago in storitve","8472 7472 7334 86,6 98,2",""
"5435","Materialni stroški","41701 45060 40518 97,2 89,9",""
"402","Izdatki za blago in storitve","41701 45060 40518 97,2 89,9",""
"5438","Investicije in investicijsko vzdrževanje državnih organov","7187 3828 3821 53,2 99,8",""
"420","Nakup in gradnja osnovnih sredstev","7187 3828 3821 53,2 99,8",""
"7352","OCO - raziskava - tuja donacija","0 69 0 - 0,0",""
"402","Izdatki za blago in storitve","0 69 0 - 0,0",""
"0802","Policijska in kriminalistična dejavnost","0 700 572 - 81,7",""
"08021501","Urejanje na področju preprečevanja korupcije","0 700 572 - 81,7",""
"","","0 572 - 100,0",""
"7413","Osnovna sredstva - sredstva odškodnine","572",""
"402","Izdatki za blago in storitve","0 572 572 - 100,0",""
"","Stvarno premoženje - sredstva kupnine od prodaje državnega","0 0 - 0,0",""
"7450"," premoženja","128",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","0 128 0 - 0,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"39","SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI","941790 926151 904350 96,0 97,7",""
"3911","Slovenska akademija znanosti in umetnosti","941790 926151 904350 96,0 97,7",""
"05","ZNANOST IN TEHNOLOŠKI RAZVOJ","941790 926151 904350 96,0 97,7",""
"","","879615 863976 842174 95,7 97,5",""
"0501","Urejanje sistema znanstvenega raziskovanja","",""
"05013901","Slovenska akademija znanosti in umetnosti","879615 863976 842174 95,7 97,5",""
"3092","Plače","241024 225479 222911 92,5 98,9",""
"400","Plače in drugi izdatki zaposlenim","201849 186304 185419 91,9 99,5",""
"401","Prispevki delodajalcev za socialno varnost","32044 32044 30401 94,9 94,9",""
"402","Izdatki za blago in storitve","7131 7131 7091 99,4 99,4",""
"","","25628 22271 86,9 86,9",""
"3416","Materialni stroški","25628",""
"402","Izdatki za blago in storitve","25628 25628 22271 86,9 86,9",""
"","","7950 7099 89,3 89,3",""
"6164","Materialni stroški biblioteke","7950",""
"402","Izdatki za blago in storitve","7950 7950 7099 89,3 89,3",""
"","Investicije in investicijsko vzdrževanje državnih organov","167149 167134 100,0 100,0",""
"2938","","167149",""
"420","Nakup in gradnja osnovnih sredstev","167149 167149 167134 100,0 100,0",""
"","","358000 330348 92,3 99,3",""
"5252","Članske nagrade akademikom","332747",""
"411","Transferi posameznikom in gospodinjstvom","358000 332747 330348 92,3 99,3",""
"","","31325 30599 97,7 90,3",""
"3740","Meddržavno sodelovanje","33878",""
"402","Izdatki za blago in storitve","31325 33878 30599 97,7 90,3",""
"","","14101 10662 75,6 75,6",""
"7944","Fond upokojenih akademikov","14101",""
"402","Izdatki za blago in storitve","13601 13601 10173 74,8 74,8",""
"420","Nakup in gradnja osnovnih sredstev","500 500 489 97,8 97,8",""
"6163","Nakup revij in knjig","5131 12631 12627 246,1 100,0",""
"402","Izdatki za blago in storitve","5131 12631 12627 246,1 100,0",""
"6165","Tisk Letopisa in publikacij SAZU","18307 19307 18049 98,6 93,5",""
"402","Izdatki za blago in storitve","16307 17707 16449 100,9 92,9",""
"412","Transferi neprofitnim organizacijam in ustanovam","200 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","1800 1600 1600 88,9 100,0",""
"","Prodaja knjig, najemnine in drugo","10200 18954 185,8 88,4",""
"171","","21442",""
"402","Izdatki za blago in storitve","10000 20942 18500 185,0 88,3",""
"420","Nakup in gradnja osnovnih sredstev","200 500 454 226,8 90,7",""
"172","Stanovanjska sredstva","800 0 0 0,0 -",""
"402","Izdatki za blago in storitve","800 0 0 0,0 -",""
"7913","Finančne pomoči - donacija","0 3663 1521 - 41,5",""
"402","Izdatki za blago in storitve","0 3663 1521 - 41,5",""
"","","62175 62175 62175 100,0 100,0",""
"0502","Znanstveno - raziskovalna dejavnost","",""
"05023901","Znanstveno-raziskovalna dejavnost","62175 62175 62175 100,0 100,0",""
"4483","Znanstveno raziskovalni center SAZU","62175 62175 62175 100,0 100,0",""
"413","Drugi tekoči domači transferi SPU/PU/PPP/GPR/PPR/PP/K3","62175 62175 62175 100,0 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"14","KABINET PREDSEDNIKA VLADE","622263 572931 562619 90,4 98,2",""
"1411","Kabinet predsednika vlade","622263 572931 562619 90,4 98,2",""
"01","POLITIČNI SISTEM","622263 572931 562619 90,4 98,2",""
"0101","Politični sistem","622263 572931 562619 90,4 98,2",""
"01011401","Dejavnost kabineta predsednika vlade","622263 572931 562619 90,4 98,2",""
"3002","Plače","352316 363138 362269 102,8 99,8",""
"400","Plače in drugi izdatki zaposlenim","286361 291694 290945 101,6 99,7",""
"401","Prispevki delodajalcev za socialno varnost","44690 46218 46098 103,2 99,7",""
"402","Izdatki za blago in storitve","21265 25226 25226 118,6 100,0",""
"3326","Materialni stroški","171547 144187 135955 79,3 94,3",""
"402","Izdatki za blago in storitve","171547 144187 135955 79,3 94,3",""
"2825","Investicije in investicijsko vzdrževanje državnih organov","42500 34496 33760 79,4 97,9",""
"420","Nakup in gradnja osnovnih sredstev","42500 34496 33760 79,4 97,9",""
"1823","Financiranje projektov","44000 21400 21368 48,6 99,9",""
"402","Izdatki za blago in storitve","44000 21400 21368 48,6 99,9",""
"4900","Sistem varovanja","11900 9710 9267 77,9 95,4",""
"402","Izdatki za blago in storitve","9300 6582 6138 66,0 93,3",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","2600 3128 3128 120,3 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"15","VLADNE SLUŽBE","7738950 7977474 7663175 99,0 96,1",""
"1511","Generalni sekretariat vlade","4315201 4372659 4168436 96,6 95,3",""
"01","POLITIČNI SISTEM","2431704 2612662 2408524 99,1 92,2",""
"0101","Politični sistem","2431704 2612662 2408524 99,1 92,2",""
"01011502","Dejavnost generalnega sekretariata vlade","2431704 2612662 2408524 99,1 92,2",""
"1576","Plače","1162168 1144538 1139810 98,1 99,6",""
"400","Plače in drugi izdatki zaposlenim","955432 934440 929836 97,3 99,5",""
"401","Prispevki delodajalcev za socialno varnost","150668 150678 150555 99,9 99,9",""
"402","Izdatki za blago in storitve","56068 59420 59420 106,0 100,0",""
"1607","Materialni stroški","348213 235904 211477 60,7 89,7",""
"402","Izdatki za blago in storitve","348213 235904 211477 60,7 89,7",""
"1554","Investicije in investicijsko vzdrževanje državnih organov","184500 232089 227795 123,5 98,2",""
"420","Nakup in gradnja osnovnih sredstev","184500 232089 227795 123,5 98,2",""
"1309","EU - portal","99500 96700 96609 97,1 99,9",""
"402","Izdatki za blago in storitve","99500 74891 74801 75,2 99,9",""
"420","Nakup in gradnja osnovnih sredstev","0 21809 21809 - 100,0",""
"1586","Povračilo stroškov volilne kampanje","5000 1 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","5000 1 0 0,0 0,0",""
"4324","Sofinanciranje strank","626623 626623 626623 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","626623 626623 626623 100,0 100,0",""
"8922","Prevozna sredstva - sredstva od prodaje državnega premoženja","5500 271535 106037 - 39,1",""
"420","Nakup in gradnja osnovnih sredstev","5500 271535 106037 - 39,1",""
"142","Počitniška dejavnost GSV","200 0 0 0,0 -",""
"402","Izdatki za blago in storitve","200 0 0 0,0 -",""
"7901","Osnovna sredstva - sredstva odškodnine","0 535 172 - 32,1",""
"402","Izdatki za blago in storitve","0 535 172 - 32,1",""
"7409","Najemnine - sredstva najemnine","0 4737 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1537 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3200 0 - 0,0",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","800000 731700 731641 91,5 100,0",""
"0304","Predsedovanje EU","800000 731700 731641 91,5 100,0",""
"03041501","Predsedovanje EU","800000 731700 731641 91,5 100,0",""
"","","800000 731641 91,5 100,0",""
"6410","Kongresna dvorana Brdo","731700",""
"420","Nakup in gradnja osnovnih sredstev","800000 0 0 0,0 -",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 731700 731641 - 100,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1083497 1028297 1028271 94,9 100,0",""
"0403","Druge skupne administrativne službe","1083497 1028297 1028271 94,9 100,0",""
"04031509","Izvedba protokolarnih dogodkov","1083497 1028297 1028271 94,9 100,0",""
"2177","JGZ - Brdo - investicije","152500 152500 152500 100,0 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","152500 152500 152500 100,0 100,0",""
"2175","JGZ - Brdo","930997 875797 875771 94,1 100,0",""
"413","Drugi tekoči domači transferi SPU/PU/PPP/GPR/PPR/PP/K3","930997 875797 875771 94,1 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"1512","Protokol v vladi Republike Slovenije","460574 524608 524272 113,8 99,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","460574 524608 524272 113,8 99,9",""
"0403","Druge skupne administrativne službe","460574 524608 524272 113,8 99,9",""
"04031509","Izvedba protokolarnih dogodkov","460574 524608 524272 113,8 99,9",""
"","","179224 194573 108,6 100,0",""
"3005","Plače","194624",""
"400","Plače in drugi izdatki zaposlenim","144539 158229 158225 109,5 100,0",""
"401","Prispevki delodajalcev za socialno varnost","24941 26441 26393 105,8 99,8",""
"402","Izdatki za blago in storitve","9745 9954 9954 102,2 100,0",""
"3329","Materialni stroški","36329 37880 37880 104,3 100,0",""
"402","Izdatki za blago in storitve","36329 37880 37880 104,3 100,0",""
"2826","Investicije in investicijsko vzdrževanje državnih organov","14000 16854 16854 120,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","14000 16854 16854 120,4 100,0",""
"3653","Drugi odhodki za delo na drugih področjih","80888 87030 86746 107,2 99,7",""
"402","Izdatki za blago in storitve","80888 87030 86746 107,2 99,7",""
"5430","Državne proslave","150133 188220 188220 125,4 100,0",""
"402","Izdatki za blago in storitve","150133 188220 188220 125,4 100,0",""
"1515","Urad za enake možnosti","100079 88331 85717 85,7 97,0",""
"01","POLITIČNI SISTEM","100079 88331 85717 85,7 97,0",""
"0101","Politični sistem","100079 88331 85717 85,7 97,0",""
"01011501","Spremljanje položaja žensk in uresničevanje njihovih pravic","100079 88331 85717 85,7 97,0",""
"","","55674 50099 90,0 99,6",""
"7678","Plače","50304",""
"400","Plače in drugi izdatki zaposlenim","45918 41487 41370 90,1 99,7",""
