"","DRŽAVNI ZBOR","27107848 27201364",""
"1211","Državni zbor","27107848 27201364 25619266 94,5 94,2",""
"01","POLITIČNI SISTEM","27107848 26990018 25498989 94,1 94,5",""
"0101","Politični sistem","27107848 26990018 25498989 94,1 94,5",""
"01011201","Dejavnost državnega zbora","27107848 26990018 25498989 94,1 94,5",""
"3001","Plače","14965224 15026778 14995198 100,2 99,8",""
"400","Plače in drugi izdatki zaposlenim","12157785 12369869 12338511 101,5 99,8",""
"401","Prispevki delodajalcev za socialno varnost","2092145 1945710 1945504 93,0 100,0",""
"402","Izdatki za blago in storitve","715294 711199 711183 99,4 100,0",""
"3325","Materialni stroški","6455266 6167539 5139548 79,6 83,3",""
"402","Izdatki za blago in storitve","6455266 6167539 5139548 79,6 83,3",""
"2817","Investicije in investicijsko vzdrževanje državnih organov","3224419 3224419 3104084 96,3 96,3",""
"420","Nakup in gradnja osnovnih sredstev","3224419 3224419 3104084 96,3 96,3",""
"1175","Strokovna pomoč poslancem","2040388 2051515 1904755 93,4 92,9",""
"400","Plače in drugi izdatki zaposlenim","680582 868756 868756 127,7 100,0",""
"401","Prispevki delodajalcev za socialno varnost","103697 129829 129829 125,2 100,0",""
"402","Izdatki za blago in storitve","1256109 1052930 906170 72,1 86,1",""
"7440","TF - Slovenska udeležba - Krepitev parlamentarnega nadzora nad javnimi financami","0 3700 3264 - 88,2",""
"402","Izdatki za blago in storitve","0 3700 3264 - 88,2",""
"9011","TF CFCU - Krepitev parlamentarnega nadzora nad javnimi financami","19029 1907 1907 10,0 100,0",""
"402","Izdatki za blago in storitve","19029 1907 1907 10,0 100,0",""
"","","0 9748 - 94,8",""
"7415","Twinning projekt - nadaljna pomoč Skupščini Kosova","10278",""
"400","Plače in drugi izdatki zaposlenim","0 2350 2350 - 100,0",""
"401","Prispevki delodajalcev za socialno varnost","0 378 378 - 100,0",""
"402","Izdatki za blago in storitve","0 7550 7020 - 93,0",""
"","","13353 0 0,0 -",""
"1202","Prevozna sredstva - sredstva odprodaje državnega premoženja","0",""
"420","Nakup in gradnja osnovnih sredstev","13353 0 0 0,0 -",""
"124","Poročevalec","0 4506 2817 - 62,5",""
"402","Izdatki za blago in storitve","0 4506 2817 - 62,5",""
"125","Restavracija","244116 307942 239863 98,3 77,9",""
"402","Izdatki za blago in storitve","244116 307942 239863 98,3 77,9",""
"8926","Prevozna sredstva - sredstva odškodnine","0 18348 0 - 0,0",""
"402","Izdatki za blago in storitve","0 18348 0 - 0,0",""
"7816","Vzdrževanje službenih stanovanj - sredstva najemnine","146053 173086 97806 67,0 56,5",""
"402","Izdatki za blago in storitve","98064 25592 12508 12,8 48,9",""
"420","Nakup in gradnja osnovnih sredstev","47989 147494 85298 177,7 57,8",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","0 211346 120276 - 56,9",""
"","","0 211346 120276 - 56,9",""
"0304","Predsedovanje EU","",""
"03041201","Predsedovanje EU","0 211346 120276 - 56,9",""
"7474","Predsedovanje EU","0 211346 120276 - 56,9",""
"400","Plače in drugi izdatki zaposlenim","0 161722 88715 - 54,9",""
"401","Prispevki delodajalcev za socialno varnost","0 26021 11081 - 42,6",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","0 23602 20481 - 86,8",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"122","","2106693 98,5 98,5",""
"","DRŽAVNI SVET","2138275 2138720",""
"1212","Državni svet","2138275 2138720 2106693 98,5 98,5",""
"01","POLITIČNI SISTEM","2138275 2138720 2106693 98,5 98,5",""
"0101","Politični sistem","2138275 2138720 2106693 98,5 98,5",""
"01011204","Dejavnost državnega sveta","2138275 2138720 2106693 98,5 98,5",""
"8131","Plače","913342 913342 895603 98,1 98,1",""
"400","Plače in drugi izdatki zaposlenim","751041 741541 730716 97,3 98,5",""
"401","Prispevki delodajalcev za socialno varnost","120957 130457 128643 106,4 98,6",""
"402","Izdatki za blago in storitve","41344 41344 36244 87,7 87,7",""
"8134","Materialni stroški","451162 441662 430247 95,4 97,4",""
"402","Izdatki za blago in storitve","451162 441662 430247 95,4 97,4",""
"2818","Investicije in investicijsko vzdrževanje državnih organov","48753 48753 48727 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","48753 48753 48727 100,0 100,0",""
"8139","Drugi odhodki za delo","724393 733893 731995 101,1 99,7",""
"402","Izdatki za blago in storitve","724393 733893 731995 101,1 99,7",""
"9183","Prodaja državnega premoženja - sredstva kupnine od prodaje državnega premoženja","625 121 121 19,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","625 121 121 19,4 100,0",""
"8721","Stvarno premoženje - sredstva odškodnine","0 949 0 - 0,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","0 949 0 - 0,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"123","","6726246 179,9 79,8",""
"","DRŽAVNA VOLILNA KOMISIJA","3738667 8434667",""
"1213","Državna volilna komisija","3738667 8434667 6726246 179,9 79,8",""
"01","POLITIČNI SISTEM","3738667 8434667 6726246 179,9 79,8",""
"0101","Politični sistem","3738667 8434667 6726246 179,9 79,8",""
"01011202","Izvedba in nadzor volitev in referendumov","3738667 8434667 6726246 179,9 79,8",""
"7660","Plače","130555 130555 108293 83,0 83,0",""
"400","Plače in drugi izdatki zaposlenim","107629 107629 90402 84,0 84,0",""
"401","Prispevki delodajalcev za socialno varnost","17719 17719 14959 84,4 84,4",""
"402","Izdatki za blago in storitve","5207 5207 2932 56,3 56,3",""
"7670","Materialni stroški","248698 308413 305317 122,8 99,0",""
"402","Izdatki za blago in storitve","248698 308413 305317 122,8 99,0",""
"2819","Investicije in investicijsko vzdrževanje državnih organov","3567 3567 3455 96,9 96,9",""
"420","Nakup in gradnja osnovnih sredstev","3567 3567 3455 96,9 96,9",""
"7379","Izvedba referendumov","0 1092500 428762 - 39,3",""
"402","Izdatki za blago in storitve","0 1092500 428762 - 39,3",""
"7335","Izvedba volitev članov Državnega sveta","172582 272582 220108 127,5 80,8",""
"402","Izdatki za blago in storitve","172582 272582 220108 127,5 80,8",""
"7334","Izvedba volitev predsednika republike","3176407 6620033 5653294 178,0 85,4",""
"402","Izdatki za blago in storitve","3176407 6620033 5653294 178,0 85,4",""
"","Stalna izplačila nadomestil (ZVDZ-B)","6858 7017 102,3 100,0",""
"6762","","7017",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","6858 7017 7017 102,3 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"124","","1806149 96,1 97,8",""
"","VARUH ČLOVEKOVIH PRAVIC","1879502 1846907",""
"1214","Varuh človekovih pravic","1879502 1846907 1806149 96,1 97,8",""
"01","POLITIČNI SISTEM","1879502 1846907 1806149 96,1 97,8",""
"0101","Politični sistem","1879502 1846907 1806149 96,1 97,8",""
"01011203","Varovanje človekovih pravic in temeljnih svoboščin","1804393 1793064 1781501 98,7 99,4",""
"3095","Plače","1390690 1320690 1313931 94,5 99,5",""
"400","Plače in drugi izdatki zaposlenim","1145968 1081568 1077881 94,1 99,7",""
"401","Prispevki delodajalcev za socialno varnost","183714 177423 174405 94,9 98,3",""
"402","Izdatki za blago in storitve","61008 61699 61645 101,0 99,9",""
"3419","Materialni stroški","296920 328559 324949 109,4 98,9",""
"402","Izdatki za blago in storitve","296920 328559 324949 109,4 98,9",""
"7338","Investicije in investicijsko vzdrževanje državnih organov","60536 113163 113150 186,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","60536 113163 113150 186,9 100,0",""
"9129","TF CFCU - Twinning 1","49987 29471 29471 59,0 100,0",""
"402","Izdatki za blago in storitve","49987 29471 29471 59,0 100,0",""
"8621","Osnovna sredstva - sredstva od prodaje državnega premoženja","6260 1135 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","6260 1135 0 0,0 0,0",""
"7983","Osnovna sredstva - sredstva odškodnine","0 46 0 - 0,0",""
"402","Izdatki za blago in storitve","0 46 0 - 0,0",""
"01011206","Izvajanje Opcijskega protokola","75109 53843 24648 32,8 45,8",""
"6761","Plače - Opcijski sporazum","55607 45607 20547 37,0 45,1",""
"400","Plače in drugi izdatki zaposlenim","45996 35996 16669 36,2 46,3",""
"401","Prispevki delodajalcev za socialno varnost","7125 7125 2661 37,3 37,3",""
"402","Izdatki za blago in storitve","2486 2486 1218 49,0 49,0",""
"5823","Materialni stroški - Opcijski sporazum","11156 4145 4101 36,8 98,9",""
"402","Izdatki za blago in storitve","11156 4145 4101 36,8 98,9",""
"6485","Sodelovanje z nevladnimi organizacijami","8346 4091 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam SPU/PU/PPP/GPR/PPR/PP/K3","8346 4091 0 0,0 0,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"125","","1237543 101,4 99,1",""
"","INFORMACIJSKI POOBLAŠČENEC","1220007 1249060",""
"1215","Informacijski pooblaščenec","1220007 1249060 1237543 101,4 99,1",""
"01","POLITIČNI SISTEM","1220007 1249060 1237543 101,4 99,1",""
"0101","Politični sistem","1220007 1249060 1237543 101,4 99,1",""
"01011205","Dostop do informacij javnega značaja","1220007 1249060 1237543 101,4 99,1",""
"1267","Plače","813724 808724 806188 99,1 99,7",""
"400","Plače in drugi izdatki zaposlenim","664853 672028 671575 101,0 99,9",""
"401","Prispevki delodajalcev za socialno varnost","103274 107528 107341 103,9 99,8",""
"402","Izdatki za blago in storitve","45597 29168 27272 59,8 93,5",""
"1271","Materialni stroški","329502 355955 354027 107,4 99,5",""
"402","Izdatki za blago in storitve","329502 355955 354027 107,4 99,5",""
"1273","Investicije in investicijsko vzdrževanje državnih organov","76781 77328 77328 100,7 100,0",""
"420","Nakup in gradnja osnovnih sredstev","76781 77328 77328 100,7 100,0",""
"7459","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 3300 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3300 0 - 0,0",""
"7460","Stvarno premoženje - sredstva odškodnine","0 3753 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","0 3753 0 - 0,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"131","","4340560 96,2 95,5",""
"","USTAVNO SODIŠČE","4512325 4544825",""
"1311","Ustavno sodišče","4512325 4544825 4340560 96,2 95,5",""
"01","POLITIČNI SISTEM","4512325 4544825 4340560 96,2 95,5",""
"0101","Politični sistem","4512325 4544825 4340560 96,2 95,5",""
"01011301","Ustavno sodišče in njegovo delovanje","4512325 4544825 4340560 96,2 95,5",""
"3007","Plače","3339886 3400316 3392582 101,6 99,8",""
"400","Plače in drugi izdatki zaposlenim","2755117 2774307 2767113 100,4 99,7",""
"401","Prispevki delodajalcev za socialno varnost","443941 453623 453082 102,1 99,9",""
"402","Izdatki za blago in storitve","140828 172386 172386 122,4 100,0",""
"3331","Materialni stroški","537510 579170 576554 107,3 99,6",""
"402","Izdatki za blago in storitve","537510 579170 576554 107,3 99,6",""
"2820","Investicije in investicijsko vzdrževanje državnih organov","317712 258520 258520 81,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","317712 258520 258520 81,4 100,0",""
"3655","Drugi odhodki za delo na drugih področjih","97750 72220 71387 73,0 98,9",""
"402","Izdatki za blago in storitve","97750 72220 71387 73,0 98,9",""
"8752","Upravljanje in vzdrževanje službenih in najemnih stanovanj","7000 6632 6632 94,7 100,0",""
"402","Izdatki za blago in storitve","7000 6632 6632 94,7 100,0",""
"8421","Prodaja državnega premoženja - sredstva kupnine od prodaje državnega premoženja","109513 111168 14350 13,1 12,9",""
"420","Nakup in gradnja osnovnih sredstev","109513 111168 14350 13,1 12,9",""
"131","Gostinska dejavnost za potrebe državnih organov","11150 11329 8326 74,7 73,5",""
"402","Izdatki za blago in storitve","11150 11329 8326 74,7 73,5",""
"8906","Osnovna sredstva - sredstva odškodnine","2086 3487 2085 100,0 59,8",""
"402","Izdatki za blago in storitve","2086 3487 2085 100,0 59,8",""
"7988","Nepremičnine - sredstva najemnine","89718 101984 10125 11,3 9,9",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","89718 101984 10125 11,3 9,9",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"132","","6564917 98,5 99,3",""
"","RAČUNSKO SODIŠČE","6665438 6613648",""
"1312","Računsko sodišče","6665438 6613648 6564917 98,5 99,3",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","6665438 6613648 6564917 98,5 99,3",""
"0203","Fiskalni nadzor","6665438 6613648 6564917 98,5 99,3",""
"02031301","Dejavnost Računskega sodišča","6665438 6613648 6564917 98,5 99,3",""
"5911","Plače","4961081 5053781 5042795 101,7 99,8",""
"400","Plače in drugi izdatki zaposlenim","4100090 4137825 4129831 100,7 99,8",""
"401","Prispevki delodajalcev za socialno varnost","653265 669930 667031 102,1 99,6",""
"402","Izdatki za blago in storitve","207726 246026 245932 118,4 100,0",""
"5914","Materialni stroški","696212 638112 628133 90,2 98,4",""
"402","Izdatki za blago in storitve","696212 638112 628133 90,2 98,4",""
"2822","Investicije in investicijsko vzdrževanje državnih organov","953723 919123 891608 93,5 97,0",""
"420","Nakup in gradnja osnovnih sredstev","953723 919123 891608 93,5 97,0",""
"9118","TF CFCU - Twinning 3","48000 0 0 0,0 -",""
"402","Izdatki za blago in storitve","48000 0 0 0,0 -",""
"1093","Odprodaja - Sredstva od prodaje državnega premoženja","6422 2632 2382 37,1 90,5",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","6422 2632 2382 37,1 90,5",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"134","","1272323 94,0 84,3",""
"","DRŽAVNA REVIZIJSKA KOMISIJA","1353128 1508624",""
"1314","Državna revizijska komisija","1353128 1508624 1272323 94,0 84,3",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","1353128 1508624 1272323 94,0 84,3",""
"0202","Urejanje na področju fiskalne politike","1353128 1508624 1272323 94,0 84,3",""
"02021301","Javna naročila in nadzor","1353128 1508624 1272323 94,0 84,3",""
"1020","Plače","861068 861068 845326 98,2 98,2",""
"400","Plače in drugi izdatki zaposlenim","700691 699137 690999 98,6 98,8",""
"401","Prispevki delodajalcev za socialno varnost","116455 118009 111761 96,0 94,7",""
"402","Izdatki za blago in storitve","43922 43922 42566 96,9 96,9",""
"1021","Materialni stroški","264396 264396 254659 96,3 96,3",""
"402","Izdatki za blago in storitve","264396 264396 254659 96,3 96,3",""
"1022","Investicije in investicijsko vzdrževanje","61976 61976 51724 83,5 83,5",""
"420","Nakup in gradnja osnovnih sredstev","61976 61976 51724 83,5 83,5",""
"9061","Twinning BiH","0 200000 0 - 0,0",""
"402","Izdatki za blago in storitve","0 200000 0 - 0,0",""
"7982","Twinning projekt za R Hrvaško","151928 112114 112114 73,8 100,0",""
"400","Plače in drugi izdatki zaposlenim","26706 4439 4439 16,6 100,0",""
"401","Prispevki delodajalcev za socialno varnost","9971 708 708 7,1 100,0",""
"402","Izdatki za blago in storitve","115251 106967 106967 92,8 100,0",""
"9185","Sredstva kupnine od prodaje državnega premoženja","13760 9069 8500 61,8 93,7",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","13760 9069 8500 61,8 93,7",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"135","","599897 129,5 98,0",""
"","KOMISIJA ZA PREPREČEVANJE KORUPCIJE","463169 612117",""
"1315","Komisija za preprečevanje korupcije","463169 612117 599897 129,5 98,0",""
"08","NOTRANJE ZADEVE IN VARNOST","463169 612117 599897 129,5 98,0",""
"0801","Notranje zadeve","463169 610956 599271 129,4 98,1",""
"08011301","Urejanje na področju preprečevanja korupcije","463169 610956 599271 129,4 98,1",""
"5432","Plače","277403 431340 430442 155,2 99,8",""
"400","Plače in drugi izdatki zaposlenim","182841 351456 351131 192,0 99,9",""
"401","Prispevki delodajalcev za socialno varnost","65601 56328 55784 85,0 99,0",""
"402","Izdatki za blago in storitve","28961 23557 23527 81,2 99,9",""
"5435","Materialni stroški","158660 176491 165992 104,6 94,1",""
"402","Izdatki za blago in storitve","158660 176491 165992 104,6 94,1",""
"5438","Investicije in investicijsko vzdrževanje državnih organov","27106 2837 2837 10,5 100,0",""
"420","Nakup in gradnja osnovnih sredstev","27106 2837 2837 10,5 100,0",""
"7352","OCO - raziskava - tuja donacija","0 287 0 - 0,0",""
"402","Izdatki za blago in storitve","0 287 0 - 0,0",""
"0802","Policijska in kriminalistična dejavnost","0 1161 625 - 53,9",""
"08021501","Urejanje na področju preprečevanja korupcije","0 1161 625 - 53,9",""
"7450","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 536 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 536 0 - 0,0",""
"7413","Osnovna sredstva - sredstva odškodnine","0 625 625 - 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","0 625 625 - 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"39","","3759511 97,5 96,9",""
"","SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI","3855136 3878366",""
"3911","Slovenska akademija znanosti in umetnosti","3855136 3878366 3759511 97,5 96,9",""
"05","ZNANOST IN TEHNOLOŠKI RAZVOJ","3855136 3878366 3759511 97,5 96,9",""
"","","3595497 3618727 3499872 97,3 96,7",""
"0501","Urejanje sistema znanstvenega raziskovanja","",""
"05013901","Slovenska akademija znanosti in umetnosti","3595497 3618727 3499872 97,3 96,7",""
"3092","Plače","977543 977543 955828 97,8 97,8",""
"400","Plače in drugi izdatki zaposlenim","822444 821620 801534 97,5 97,6",""
"401","Prispevki delodajalcev za socialno varnost","131647 131647 130018 98,8 98,8",""
"402","Izdatki za blago in storitve","23452 24276 24276 103,5 100,0",""
"3416","Materialni stroški","106116 121176 107984 101,8 89,1",""
"402","Izdatki za blago in storitve","106116 121176 107984 101,8 89,1",""
"6164","Materialni stroški biblioteke","33939 40039 37041 109,1 92,5",""
"402","Izdatki za blago in storitve","33939 40039 37041 109,1 92,5",""
"2938","Investicije in investicijsko vzdrževanje državnih organov","406574 425029 424991 104,5 100,0",""
"420","Nakup in gradnja osnovnih sredstev","406574 425029 424991 104,5 100,0",""
"5252","Članske nagrade akademikom","1609200 1528019 1490565 92,6 97,6",""
"411","Transferi posameznikom in gospodinjstvom","1609200 1528019 1490565 92,6 97,6",""
"7944","Fond upokojenih akademikov","59906 57406 46707 78,0 81,4",""
"402","Izdatki za blago in storitve","59071 56571 46445 78,6 82,1",""
"420","Nakup in gradnja osnovnih sredstev","835 835 262 31,4 31,4",""
"3740","Meddržavno sodelovanje","78745 66145 56005 71,1 84,7",""
"402","Izdatki za blago in storitve","78745 66145 56005 71,1 84,7",""
"6163","Nakup revij in knjig","21903 22903 22742 103,8 99,3",""
"402","Izdatki za blago in storitve","21903 22903 22742 103,8 99,3",""
"6426","Svetovni biblični kongres","125187 134853 133476 106,6 99,0",""
"402","Izdatki za blago in storitve","125187 134853 133476 106,6 99,0",""
"6165","Tisk Letopisa in publikacij SAZU","78151 97151 90022 115,2 92,7",""
"402","Izdatki za blago in storitve","68553 85551 78422 114,4 91,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","1252 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","8346 11600 11600 139,0 100,0",""
"7913","Finančne pomoči - donacija","54000 100051 89490 165,7 89,4",""
"402","Izdatki za blago in storitve","54000 41630 34052 63,1 81,8",""
"420","Nakup in gradnja osnovnih sredstev","0 58421 55439 - 94,9",""
"","Prodaja knjig, najemnine in drugo","42981 45020 104,7 93,0",""
"171","","48412",""
"402","Izdatki za blago in storitve","41729 48412 45020 107,9 93,0",""
"420","Nakup in gradnja osnovnih sredstev","1252 0 0 0,0 -",""
"172","Stanovanjska sredstva","1252 0 0 0,0 -",""
"402","Izdatki za blago in storitve","1252 0 0 0,0 -",""
"0502","Znanstveno - raziskovalna dejavnost","259639 259639 259639 100,0 100,0",""
"05023901","Znanstveno-raziskovalna dejavnost","259639 259639 259639 100,0 100,0",""
"4483","Znanstveno raziskovalni center SAZU","259639 259639 259639 100,0 100,0",""
"413","Drugi tekoči domači transferi SPU/PU/PPP/GPR/PPR/PP/K3","259639 259639 259639 100,0 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"14","","2494056 86,0 82,2",""
"","KABINET PREDSEDNIKA VLADE","2901569 3033697",""
"1411","Kabinet predsednika vlade","2901569 3033697 2494056 86,0 82,2",""
"01","POLITIČNI SISTEM","2901569 2834802 2385231 82,2 84,1",""
"0101","Politični sistem","2901569 2834802 2385231 82,2 84,1",""
"01011401","Dejavnost kabineta predsednika vlade","2901569 2834802 2385231 82,2 84,1",""
"3002","Plače","1674557 1642662 1585994 94,7 96,6",""
"400","Plače in drugi izdatki zaposlenim","1353413 1333183 1291401 95,4 96,9",""
"401","Prispevki delodajalcev za socialno varnost","216821 214100 207297 95,6 96,8",""
"402","Izdatki za blago in storitve","104323 95379 87296 83,7 91,5",""
"3326","Materialni stroški","991242 891773 594046 59,9 66,6",""
"402","Izdatki za blago in storitve","991242 891773 594046 59,9 66,6",""
"2825","Investicije in investicijsko vzdrževanje državnih organov","56335 104807 77097 136,9 73,6",""
"420","Nakup in gradnja osnovnih sredstev","56335 104807 77097 136,9 73,6",""
"1823","Financiranje projektov","146052 146052 88904 60,9 60,9",""
"402","Izdatki za blago in storitve","146052 146052 88904 60,9 60,9",""
"4900","Sistem varovanja","33383 41383 39191 117,4 94,7",""
"402","Izdatki za blago in storitve","27124 35124 34411 126,9 98,0",""
"420","Nakup in gradnja osnovnih sredstev","6259 6259 4780 76,4 76,4",""
"8904","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 5406 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 5406 0 - 0,0",""
"","Stvarno premoženje - sredstva odškodnine","0 0 - 0,0",""
"7629","","2719",""
"420","Nakup in gradnja osnovnih sredstev","0 2719 0 - 0,0",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","0 198895 108825 - 54,7",""
"","","0 198895 108825 - 54,7",""
"0304","Predsedovanje EU","",""
"03041401","Predsedovanje EU","0 198895 108825 - 54,7",""
"7502","Predsedovanje EU","0 198895 108825 - 54,7",""
"400","Plače in drugi izdatki zaposlenim","0 31493 31492 - 100,0",""
"401","Prispevki delodajalcev za socialno varnost","0 4702 4702 - 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","0 162701 72632 - 44,6",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"15","","47752779 118,3 91,1",""
"","VLADNE SLUŽBE","40366284 52407030",""
"1511","Generalni sekretariat vlade","22976157 32842947 29522836 128,5 89,9",""
"01","POLITIČNI SISTEM","10771018 14171836 10954851 101,7 77,3",""
"0101","Politični sistem","10771018 14171836 10954851 101,7 77,3",""
"01011502","Dejavnost generalnega sekretariata vlade","10771018 14171836 10954851 101,7 77,3",""
"1576","Plače","5107957 5011823 4954709 97,0 98,9",""
"400","Plače in drugi izdatki zaposlenim","4183935 4137555 4089393 97,7 98,8",""
"401","Prispevki delodajalcev za socialno varnost","674118 668476 663131 98,4 99,2",""
"402","Izdatki za blago in storitve","249904 205792 202185 80,9 98,3",""
"1607","Materialni stroški","1419927 1730453 1400530 98,6 80,9",""
"402","Izdatki za blago in storitve","1419927 1730453 1400530 98,6 80,9",""
"1554","Investicije in investicijsko vzdrževanje državnih organov","997080 1547080 1209883 121,3 78,2",""
"420","Nakup in gradnja osnovnih sredstev","997080 1547080 1209883 121,3 78,2",""
"1309","EU - portal","462314 462314 426109 92,2 92,2",""
"402","Izdatki za blago in storitve","245254 203902 168762 68,8 82,8",""
"420","Nakup in gradnja osnovnih sredstev","217060 258412 257346 118,6 99,6",""
"4324","Sofinanciranje strank","2719446 2719446 2719446 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","2719446 2719446 2719446 100,0 100,0",""
"8922","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 2615611 244174 - 9,3",""
"420","Nakup in gradnja osnovnih sredstev","0 2615611 244174 - 9,3",""
"","Počitniška dejavnost GSV","836 0 0,0 -",""
